YoutubeID,Start_timestamp,End_timestamp,Caption,Aesthetic_Score
KA9zDfYio6c,00:02:33.028,00:02:34.780,The video clip shows a group of people riding skateboards on a beach. They appear to be having fun and enjoying the sunny day. The skateboarders are wearing colorful clothing and appear to be in good spirits.,8.65625
R7ZZoPythTU,00:01:20.998,00:01:22.624,The video clip shows a man wearing sunglasses and dancing in a neon-lit room. He is dressed in a suit and appears to be having a great time.,8.65625
asP6NBGnhqo,00:05:47.720,00:05:56.200,The video clip shows a group of men dressed in suits standing in front of a Christmas tree. They seem to be posing for a photo.,8.65625
QK8mJJJvaes,00:03:17.072,00:03:19.074,The video clip shows a group of people dancing together in a nightclub. They are all dressed up and having a good time. The atmosphere is lively and energetic.,8.65625
X-1fhs1qlUM,00:03:33.814,00:03:37.217,The video clip shows a little boy playing with a toy machine that makes drinks. He is wearing glasses and appears to be having a lot of fun with the toy.,8.65625
KY3GaPShs5M,00:00:26.467,00:00:40.167,The video clip shows a cake that is decorated with strawberries and cream. The cake is placed on a plate and decorated with a strawberry on top. It appears to be a delicious dessert.,8.6484375
775OWjD36Ok,00:07:04.224,00:07:09.663,"The video clip shows a cute little girl playing with her toys. She is playing with a variety of toys, including a teddy bear, a doll, and a toy car. The girl seems to be having a lot of fun playing with her toys.",8.6484375
ZpUYjpKg9KY,00:00:51.009,00:00:51.718,The video clip shows a man wearing a red cap and white shirt dancing on a stage. He is accompanied by a band playing music in the background. The man seems to be having a good time and enjoying the performance.,8.6484375
aXi8qZj-cB0,00:01:51.403,00:01:54.406,The video clip shows a man wearing a red shirt sitting at a table with a plate of food in front of him. He appears to be enjoying his meal.,8.6484375
ZgSL9ZKHfIY,00:00:15.133,00:00:15.700,The video clip shows a group of men sitting on a bench and one of them is smoking a cigarette. They seem to be enjoying their time together.,8.6484375
gkhKxX-PpPc,00:17:04.390,00:17:19.539,The video clip shows a man dressed in a beard and a straw hat sitting in the woods and enjoying a glass of wine. He is surrounded by various fruits and vegetables on a picnic table.,8.6484375
Kq3M09qTDDM,00:00:41.508,00:00:43.810,The video clip shows a group of people dressed in colorful costumes and dancing in a festive atmosphere. They are all having a good time and seem to be enjoying themselves. It appears to be a celebration of some sort.,8.6484375
QtTR-_Klcq8,00:00:09.301,00:00:10.135,The video clip shows a group of young people dancing in the street. They appear to be having a good time and enjoying each other's company.,8.640625
1F-cHgG3Yos,00:00:30.931,00:00:55.789,The video clip shows a group of people having fun at the beach. They are seen playing with colorful toys and umbrellas on the sandy beach. The people in the video seem to be enjoying themselves and having a good time.,8.640625
MOV3Dx9hfdg,00:01:20.767,00:01:21.700,The video clip shows a group of people dancing together in a room. They seem to be having a good time and enjoying each other's company. It appears to be a fun and lively atmosphere.,8.640625
axBPyTYGS4o,00:02:31.960,00:02:33.040,The video clip shows a man wearing a red jacket standing in front of a graffiti-covered wall. He appears to be dancing and making gestures with his hands.,8.640625
KlAAQ4TzqdA,00:02:00.400,00:02:02.000,The video clip shows a group of men dressed in blue jackets standing in front of a row of classic cars. They seem to be posing for a photo shoot.,8.640625
JLzWKwbvjJw,00:00:52.960,00:00:53.960,The video clip shows a stack of pancakes topped with red jelly. The pancakes are placed on a white plate and appear to be freshly cooked.,8.640625
3YHVC1DcHmo,00:01:34.636,00:01:36.680,The video clip shows a group of people dressed in pink suits dancing down a street. They are accompanied by a marching band playing music. The dancers seem to be having a great time as they move to the beat of the music.,8.6328125
Thw5SEyzLmg,00:15:26.100,00:16:49.300,The video clip shows a man who is repairing a bicycle in a workshop. He is wearing a cap and is holding a wrench while working on the bike.,8.6328125
SsCrUb-QQ94,00:13:53.700,00:13:56.267,The video clip shows a man wearing sunglasses and a hat driving a car. He is also wearing a tattoo on his arm. The car he is driving is a convertible.,8.6328125
Qcr52GgWjk0,00:01:59.280,00:02:00.200,The video clip shows a group of people dancing in front of a car. They seem to be having a good time and enjoying themselves. It appears to be a fun and lively event.,8.6328125
RYnFIRc0k6E,00:02:51.338,00:02:52.297,The video clip shows a man wearing a red cap and a white t-shirt. He is dancing in a room and seems to be having a good time.,8.6328125
5Ok-Nlby918,00:03:18.965,00:03:20.667,The video clip shows a group of men playing a game of frisbee. They are all wearing white shirts and appear to be having a good time playing together.,8.6328125
WNTyWpxN5qM,00:01:28.889,00:02:01.755,The video clip shows a woman wearing a chef's uniform standing in front of a bakery display case. She is smiling and appears to be proud of her work.,8.6328125
3OnnDqH6Wj8,00:00:30.292,00:00:31.667,The video clip shows a man wearing headphones while driving a car. He appears to be listening to music while driving. The car he is driving is a red one.,8.6328125
8xBlZy5O2i4,00:06:46.640,00:06:51.211,"The video clip shows a hot chocolate drink being poured into a mug. The drink is topped with whipped cream and marshmallows, making it a delicious and comforting beverage.",8.625
nGHFlCeJNso,00:13:48.578,00:13:52.373,The video clip shows a group of children dancing together in a room. They are all dressed in matching outfits and appear to be having a lot of fun.,8.625
D8_b_2MTwXo,00:00:29.240,00:00:30.160,The video clip shows a group of people dressed in colorful costumes and dancing in a parade. They are all wearing sunglasses and appear to be having a lot of fun.,8.625
7kkNRNelScA,00:03:18.133,00:03:50.733,The video clip shows a man dressed in a pirate costume holding a steering wheel. He is wearing a hat and appears to be in a playful mood.,8.625
3pEsU-KYfGU,00:00:57.040,00:00:58.120,The video clip shows a man dressed in a blue jacket throwing confetti into the air. It seems to be a celebration of some sort.,8.625
dKbD3K9mXGE,00:01:54.906,00:03:02.557,The video clip shows a man jumping on a trampoline in a gym. He is wearing shorts and a shirt and appears to be enjoying his time on the trampoline.,8.625
ibwixyj1Klc,00:02:21.720,00:02:22.880,The video clip shows a man wearing sunglasses and a white coat walking down a street. He is wearing a ring on his hand and appears to be praying.,8.6171875
3TYAsC17iic,00:02:36.080,00:02:38.640,"The video clip shows a man dressed in a white suit and a top hat singing into a microphone. He is accompanied by a group of people dressed in colorful costumes and holding balloons. The setting appears to be outdoors, and the atmosphere is festive.",8.6171875
st8xWyMZXOU,00:02:52.640,00:02:54.560,The video clip shows a group of people dancing and having fun. They are wearing sunglasses and appear to be enjoying themselves.,8.6171875
hlnJ4GdUTm4,00:12:36.033,00:12:39.400,The video clip shows a young girl picking blueberries and strawberries from a farm. She is seen picking the berries from the bushes and holding them in her hands. The video also shows the girl smiling and laughing as she picks the berries.,8.6171875
fi1gT23EtOo,00:00:30.614,00:00:31.949,The video clip shows a group of people dressed in cowboy costumes performing a dance routine on horseback. It appears to be a fun and lively performance.,8.6171875
js2XlzrIoHM,00:14:34.800,00:14:35.667,"The video clip shows a table filled with a variety of food items, including cans and jars. It appears to be a thrift store or a garage sale where people are rummaging through the items to find what they need.",8.6171875
CWct06Wi-Hs,00:02:42.640,00:02:43.800,The video clip shows an animated onion character performing on a stage in front of a crowd of people. The onion character is dressed in a superhero costume and appears to be dancing.,8.6171875
fXSovfzyx28,00:03:00.480,00:03:02.200,The video clip shows a cartoon character performing on a stage with a microphone. The character is dressed in a suit and appears to be singing.,8.6171875
X3oA2QF-5Zg,00:04:15.960,00:04:17.720,The video clip shows a cartoon character performing a dance routine in a virtual environment. The character is wearing a red outfit and appears to be having a lot of fun while dancing.,8.6171875
QK8mJJJvaes,00:03:38.552,00:03:39.719,The video clip shows a group of people dancing together in a crowded room. They appear to be having a good time and enjoying each other's company.,8.6171875
BE9CXWV1alg,00:00:08.425,00:00:11.762,The video clip shows a man wearing a red hat and a black shirt standing on a stage with a microphone in his hand. He appears to be a musician and is singing into the microphone.,8.6171875
pvUAvGD4nXQ,00:02:12.299,00:02:13.508,The video clip shows a group of people playing frisbee in a field. They seem to be having a good time and enjoying the game. It appears to be a fun and casual activity.,8.6171875
cyofkKpU-Xs,00:00:21.560,00:00:22.720,"The video clip shows a group of musicians performing on stage. They are playing instruments and singing along with the music. The lead singer is wearing a hat and sunglasses, while the rest of the band members are dressed in black shirts. They seem to be having a good time and enjoying their performance.",8.6171875
1m0S13eHtvk,00:06:26.094,00:06:28.972,The video clip shows a man wearing a white suit and a hat enjoying a ride on a boat in the water. He appears to be relaxed and having a good time.,8.609375
AA_4Bt6wPzQ,00:04:45.285,00:04:47.354,The video clip shows a man dressed in a pirate costume holding a skull in his hand. He is standing in a theater and appears to be performing a play.,8.609375
hX-1k_7oDzg,00:01:41.760,00:01:46.520,The video clip shows a man wearing a hat and glasses singing into a microphone while playing a musical instrument. He is accompanied by a group of musicians who are also playing their respective instruments.,8.609375
LH-i8IvYIcg,00:02:18.347,00:02:19.222,The video clip shows a man wearing a hat and walking in a crowd of people. He is smiling and seems to be enjoying the company of the people around him. It appears to be a lively and cheerful atmosphere.,8.609375
M6bOKNQAEL8,00:07:24.611,00:07:27.748,The video clip shows a man dressed in a bathrobe sitting at a table with a plate of food in front of him. He appears to be enjoying his meal and seems to be having a good time.,8.609375
1nrcZQliOGI,00:01:43.417,00:01:44.625,The video clip shows a group of people dressed in white clothing singing and dancing together. They seem to be having a good time and enjoying each other's company. It appears to be a joyful and lively performance.,8.609375
D8_b_2MTwXo,00:02:00.960,00:02:02.080,"The video clip shows a group of people dressed in colorful costumes, dancing and having fun. They are all wearing sunglasses and appear to be enjoying themselves.",8.609375
eISomx-VMow,00:01:48.525,00:01:51.236,The video clip shows a young man standing in front of a row of classic cars. He is wearing a hat and appears to be posing for a photo.,8.609375
aXi8qZj-cB0,00:01:11.238,00:01:12.990,The video clip shows a man wearing a red shirt and sitting at a table with a plate of food in front of him. He seems to be enjoying his meal.,8.609375
qkdDvxSMNvc,00:08:27.960,00:08:31.160,The video clip shows a man who is shirtless and smiling while skiing in the snow. He is wearing a hat and appears to be having a good time.,8.609375
RIjVHvYRNLo,00:00:12.633,00:00:14.400,The video clip shows a man singing into a microphone while wearing a red shirt. He is accompanied by a group of musicians who are playing instruments. It appears to be a musical performance.,8.609375
_ElAIqSBTKc,00:00:54.454,00:00:58.916,"The video clip shows a man wearing an orange jacket and a cap, who is smiling and looking at the camera. He appears to be in a good mood.",8.609375
0habxsuXW4g,00:01:52.487,00:01:53.864,"The video clip shows a man wearing a suit and tie, standing in front of a camera. He appears to be in a formal setting and is looking directly at the camera.",8.6015625
ZmtWs2aHxZw,00:08:10.156,00:08:18.698,"The video clip shows a man wearing a suit and a hat, standing in front of a bookshelf. He is holding two hats and appears to be posing for a photo.",8.6015625
WqZB_kFNW-U,00:03:24.208,00:03:27.542,The video clip shows a cartoon character wearing a helmet and holding a tennis racket. The character appears to be standing in front of a fence.,8.6015625
NupOlyGMzPA,00:05:10.377,00:05:13.146,The video clip shows a group of men dressed in tank tops and sunglasses performing a dance routine in a parking lot. They seem to be having a good time and enjoying themselves. It appears to be a fun and energetic performance.,8.6015625
DEkNFao5IdU,00:02:37.560,00:02:38.880,The video clip shows a group of people singing and dancing together in a large crowd. They appear to be enjoying themselves and having a good time. It seems to be a lively and energetic performance.,8.6015625
RYnFIRc0k6E,00:02:54.383,00:02:55.634,The video clip shows a man playing the guitar while dancing. He is wearing a red cap and appears to be having a good time.,8.6015625
ZgSL9ZKHfIY,00:00:05.533,00:00:06.100,The video clip shows a group of men sitting on a bench and one of them is wearing a blue jacket. They seem to be engaged in a conversation.,8.6015625
jSc7kQLfki4,00:08:31.244,00:08:34.848,The video clip shows a red vintage car parked on the road. It appears to be a classic car with a unique design. The car seems to be in good condition and is parked on the side of the road.,8.6015625
UDyysVqH-ho,00:01:13.573,00:01:15.242,The video clip shows a group of people riding bicycles on a beach. They are wearing colorful outfits and appear to be having a good time. The scene is set against a beautiful backdrop of palm trees and the ocean.,8.6015625
mesIbctOueQ,00:00:47.640,00:00:48.680,The video clip shows two men dressed in pink suits performing on a stage. They are singing and dancing to the rhythm of the music. It appears to be a musical performance.,8.59375
bsiyu50-1Do,00:00:23.600,00:00:24.600,The video clip shows a man wearing a green vest and sunglasses standing in front of a chandelier. He seems to be dancing in the dimly lit room.,8.59375
s4eQF86LVK8,00:01:14.675,00:01:17.978,The video clip shows a group of people dancing and having fun in a carnival setting. It appears to be a lively and joyful scene.,8.59375
SttN9OpuulY,00:02:10.263,00:02:10.997,The video clip shows a group of people dancing together in a room. They seem to be having a good time and enjoying each other's company. It appears to be a fun and lively atmosphere.,8.59375
obzb7nlpXZ0,00:01:05.065,00:01:06.066,The video clip shows a group of people dancing in the street. They are dressed in colorful costumes and appear to be having a lot of fun. The scene takes place in a busy city street.,8.59375
Srhnvof6vq0,00:10:40.039,00:10:42.809,The video clip shows a man sitting on a log and holding a bottle of milk. He is wearing a tie and appears to be in the woods.,8.59375
sLOUzW2LN0s,00:01:48.440,00:01:50.200,The video clip shows a man standing in a parking lot next to a classic car. He is wearing a black shirt and appears to be dancing.,8.59375
F57P9C4SAW4,00:03:10.065,00:03:12.025,The video clip shows a man dressed in a colorful costume standing in front of a group of gummy candies. He is holding a stick and appears to be dancing.,8.59375
9L3ZF2BAsfI,00:01:10.404,00:01:16.243,The video clip shows a man wearing a red shirt and sunglasses who is holding a beer in his hand. He is standing outside and appears to be enjoying his drink.,8.59375
aeLEXxVTIEQ,00:08:53.800,00:08:54.600,The video clip shows a man wearing an orange suit dancing on a colorful tiled floor. He appears to be having a good time as he moves his body to the rhythm of the music.,8.59375
dfGYhRFNw8E,00:03:10.480,00:03:14.240,"The video clip shows a group of people dressed in costumes performing a dance routine on a dark stage. The dancers are dressed in colorful costumes and appear to be having a lot of fun. The stage is illuminated by bright lights, creating an exciting atmosphere.",8.59375
oyPq7sh4-TE,00:02:18.542,00:02:19.500,The video clip shows a group of cheerleaders performing a dance routine on a football field. The cheerleaders are dressed in colorful costumes and are accompanied by a group of football players. The cheerleaders are seen performing various dance moves and cheering for the football team.,8.59375
Br34wjhOsS8,00:04:10.920,00:04:13.840,"The video clip shows a table set up with breakfast items such as eggs, toast, and a cup of tea. There are also some toys on the table, including a pineapple and an egg.",8.59375
qhNvxhHeGWQ,00:11:26.820,00:11:29.389,"The video clip shows a man wearing an orange shirt pouring juice into a blender. The blender is filled with various colors of juice, and the man is standing next to it.",8.59375
O0BZlDFm4ik,00:09:30.640,00:09:35.760,The video clip shows a group of men dressed in suits and hats standing in a line. They appear to be part of a formal event or gathering. The men are wearing vintage clothing and appear to be from a bygone era.,8.5859375
vzc0WtdcpN0,00:07:07.827,00:07:10.396,The video clip shows an elderly woman wearing a straw hat and standing near a river. She is smiling and appears to be enjoying her surroundings.,8.5859375
kJQP7kiw5Fk,00:02:48.168,00:02:49.586,The video clip shows a group of people dancing together in a nightclub. They seem to be having a good time and enjoying themselves. It appears to be a lively and energetic atmosphere.,8.5859375
a2XdPLupE90,00:00:37.200,00:00:41.040,The video clip shows a tray of muffins and a glass of juice placed on a table. The muffins are freshly baked and look delicious. The juice is served in a glass and appears to be freshly squeezed.,8.5859375
Qcr52GgWjk0,00:02:05.240,00:02:06.080,The video clip shows a group of people standing on a stage and performing in front of an audience. It appears to be a musical performance. The performers are dressed in different outfits and seem to be having a great time.,8.5859375
aH5SK82UERo,00:11:48.441,00:11:52.445,"The video clip shows a group of teddy bears dressed up in various outfits and posing for a picture. The teddy bears are of different sizes and colors, and they seem to be having a good time together.",8.5859375
46rJ4y2kdow,00:03:20.367,00:03:21.660,The video clip shows a man running down a street while holding a paper in his hand. He is wearing a track suit and appears to be in a hurry. The street is empty and there are no other people or vehicles in the scene.,8.5859375
nSzAhzrFGNM,00:01:49.800,00:01:50.300,The video clip shows a group of people running in the snow. They are wearing winter gear and appear to be participating in a race. It seems like they are running on a track in the snow.,8.5859375
CbcXR91jNGE,00:00:55.138,00:00:56.390,The video clip shows a group of men dressed in white shirts and chains walking down a street. They appear to be part of a gang or a group of friends. There is also a man wearing a hat in the video.,8.5859375
EQaSmakLGJg,00:01:19.846,00:01:22.549,The video clip shows a group of people dressed in suits and ties dancing in a backyard. They are having a good time and seem to be enjoying themselves.,8.5859375
NGJxF9a2skU,00:07:49.033,00:07:49.633,"The video clip shows a beautifully decorated Christmas town with colorful lights illuminating the streets and buildings. The town is filled with festive decorations, and there are many people walking around, enjoying the holiday season. The atmosphere is lively and cheerful.",8.5859375
nGHFlCeJNso,00:13:27.640,00:13:30.393,"The video clip shows a group of children dancing on a train. They are having fun and enjoying themselves as they move to the rhythm of the music. The train appears to be empty, and the children are dancing in a lively manner.",8.5859375
p-X4v2s2fio,00:00:00.000,00:00:14.014,The video clip shows a beautiful anime girl standing in front of a backdrop of fireworks. She is wearing a dress and appears to be enjoying the festive occasion.,8.578125
DkMcLxyZgxw,00:05:48.815,00:06:53.647,The video clip shows a woman sitting at a table in a store. She is wearing a white shirt and has a smile on her face. The store is filled with various toys and decorations.,8.578125
L70msd2zxMI,00:02:10.697,00:02:16.837,The video clip shows a woman wearing a floral dress and holding a fork in her mouth. It appears to be a vintage black and white clip.,8.578125
SPcBT9wkUok,00:01:29.881,00:01:32.092,The video clip shows a woman standing in the snow and blowing kisses to the camera. She is wearing a sweater and appears to be enjoying the winter weather.,8.578125
Qkuu0Lwb5EM,00:02:03.991,00:02:04.524,The video clip shows a group of people dancing on a beach. They are all wearing swimsuits and appear to be having a good time.,8.578125
QRZJNqoJQFY,00:05:03.303,00:05:04.262,The video clip shows a group of people riding in a golf cart. They seem to be having a good time and enjoying the ride. It appears to be a fun and leisurely activity.,8.578125
Z51iEGMPQ9o,00:02:48.293,00:02:49.419,The video clip shows a man dressed in a suit and tie walking down a city street. He is wearing a fedora hat and is accompanied by a group of people who are also dressed in suits. The scene appears to be set in the 1920s or 1930s.,8.578125
Eq6n-Z0sso8,00:04:31.160,00:04:33.920,"The video clip shows a man wearing boxing gloves and standing in a ring. He appears to be a professional boxer, as he is wearing the proper attire and gear for the sport.",8.578125
eIv_bXyqlE0,00:09:42.680,00:09:43.440,The video clip shows a shirtless man standing on the beach and playing with a frisbee. He is wearing shorts and appears to be having a good time.,8.578125
9FGiU4p-wrI,00:15:04.654,00:15:05.780,The video clip shows a man wearing a hoodie and drinking a cup of coffee. He is standing on a street and seems to be enjoying his coffee.,8.578125
rLU1ft9QAS8,00:09:52.860,00:09:57.865,The video clip shows a woman standing on a balcony and holding a glass of juice. She is wearing a bikini and appears to be enjoying the drink.,8.578125
NQLbCmnTe88,00:01:07.334,00:01:08.302,The video clip shows a man dressed in a bunny costume walking down the street with a dog. The man is holding a leash and the dog is wearing a collar. It appears to be a fun and playful scene.,8.578125
WJ7nf-9TE70,00:08:09.733,00:08:10.933,The video clip shows a beautifully decorated Christmas gingerbread house in a shopping mall. The gingerbread house is adorned with colorful decorations and is surrounded by a beautifully decorated Christmas tree. The video captures the festive atmosphere of the mall during the holiday season.,8.5703125
Kq3M09qTDDM,00:02:36.523,00:02:37.891,"The video clip shows a man wearing sunglasses and a hat, sitting on a boat in the water. He appears to be relaxed and enjoying the scenery around him.",8.5703125
SXvxJELpD4w,00:01:14.800,00:01:16.120,The video clip shows a group of musicians performing on a boat. They are playing instruments and singing while standing on the deck of the boat. The musicians seem to be having a good time and enjoying their performance.,8.5703125
UC-w4Gf3K3E,00:00:54.400,00:00:56.320,The video clip shows a group of children playing with a giant pink teddy bear in a park. The children seem to be having a lot of fun as they interact with the bear.,8.5703125
sLOUzW2LN0s,00:02:10.800,00:02:11.880,"The video clip shows a man sitting in a classic car with the door open. The car appears to be a convertible, and the man is wearing sunglasses. It seems to be a sunny day outside.",8.5703125
6uHHWgJ6dsk,00:02:16.280,00:02:17.800,The video clip shows a man standing on top of a pile of hay in a field surrounded by a flock of sheep. The man is wearing a plaid shirt and appears to be enjoying the scenery.,8.5703125
3baAxyJSUzU,00:05:38.605,00:05:43.410,The video clip shows a man wearing a red jacket and a mask walking around a room filled with motorcycles. He appears to be inspecting the motorcycles and possibly considering purchasing one.,8.5703125
WbJNkH-pDd8,00:00:24.399,00:00:27.194,The video clip shows a man riding a scooter on a busy street. He is wearing a red jacket and a cap and appears to be enjoying the ride.,8.5703125
3Y6IJoN370I,00:01:11.708,00:01:14.167,The video clip shows a woman standing on a balcony holding a glass of juice. She is wearing a tank top and appears to be drinking the juice.,8.5703125
QWM4SsNgIT0,00:00:44.760,00:00:46.400,The video clip shows two men sitting at a table and enjoying a meal together. They seem to be having a good time as they eat their food and chat with each other.,8.5703125
RYnFIRc0k6E,00:00:58.517,00:00:59.810,The video clip shows a group of people dancing on a stage. They appear to be having a lot of fun and enjoying themselves. It seems to be a lively and energetic performance.,8.5703125
HrjRj4uQQ1o,00:03:25.913,00:03:26.664,The video clip shows a group of musicians playing instruments and singing together. They appear to be having a good time and enjoying their performance.,8.5703125
ABpTdLkRkow,00:00:29.696,00:00:34.434,The video clip shows a man wearing a tuxedo and a top hat. He is standing in front of a brick wall and posing for the camera. The man is dressed in a formal attire and appears to be ready for a special event.,8.5703125
bSm9rv_HNw0,00:02:04.024,00:02:07.761,"The video clip shows a table set up with a variety of breakfast foods and drinks. There are plates of fruit, croissants, and muffins, along with cups of coffee and orange juice. It appears to be a breakfast buffet.",8.5703125
9qFEvEYs318,00:08:15.829,00:08:19.874,The video clip shows a group of people dressed in period costumes standing in front of a tent. It appears to be a reenactment of an old-fashioned camping experience.,8.5625
vzc0WtdcpN0,00:06:57.016,00:06:58.718,The video clip shows a group of women dressed in old-fashioned clothing standing in front of a house. They seem to be posing for a photo. It appears to be a historical reenactment of a bygone era.,8.5625
v6qx3ZQR-zA,00:01:53.040,00:01:56.040,"The video clip shows a painting of Jesus surrounded by a large group of people. It appears to be a religious scene, possibly depicting the Last Supper.",8.5625
4FNbSkibhTo,00:11:43.640,00:11:46.560,"The video clip shows a table set up with breakfast items such as eggs, bread, and toast. There are also plates, cups, and utensils on the table.",8.5625
Txt75HxTnZk,00:01:02.567,00:01:05.300,The video clip shows a group of men dressed in suits and ties walking down a street. They are all wearing hats and appear to be part of a formal event. It seems like they are on their way to a wedding or a formal gathering.,8.5625
DiQfgfuld4I,00:00:27.861,00:00:30.030,The video clip shows a man wearing a fur coat standing on a balcony and talking on the phone. He seems to be enjoying the scenery around him.,8.5625
IAOrr0GXcMo,00:00:24.040,00:00:25.120,The video clip shows a man wearing a suit and tie speaking into a microphone while surrounded by a group of musicians playing instruments. It appears to be a political speech or event.,8.5625
E2ldZIWNZ3A,00:00:19.920,00:00:22.120,The video clip shows a man wearing a suit and tie dancing in the middle of the street. He is dressed in a suit and tie and is dancing in the middle of the street.,8.5625
hHE5DeU0hfA,00:07:12.390,00:07:13.058,The video clip shows a man dressed in a suit and tie standing in front of a body of water. He is wearing a top hat and appears to be in a formal attire.,8.5625
K7l5ZeVVoCA,00:00:29.446,00:00:30.864,The video clip shows a man playing the drums while wearing a t-shirt. He is wearing a tattoo on his arm and is playing the drums with a lot of energy.,8.5625
k-1RR8-5RAg,00:09:32.672,00:09:35.875,The video clip shows a cartoon character driving a toy car through a snowy forest. The cartoon character is wearing a Santa hat and appears to be having a good time.,8.5625
wcJftNcHuew,00:03:44.791,00:03:47.861,The video clip shows a group of people dancing together in a room. They appear to be having a good time and enjoying themselves. It seems to be a fun and lively atmosphere.,8.5625
XhmqDp6Lw3Q,00:01:00.185,00:01:02.437,"The video clip shows a group of people playing music on the beach. They are playing instruments such as a guitar, drums, and a bass guitar. It appears to be a fun and lively performance.",8.5625
rb0bjyt1OD0,00:00:29.165,00:00:30.144,The video clip shows a man dressed in a colorful costume standing in front of a large soccer ball. He is wearing a clown suit and appears to be dancing in the desert.,8.5625
54ItEmCnP80,00:03:27.007,00:03:28.909,The video clip shows a man wearing sunglasses and a red shirt singing and playing the drums. He is accompanied by a group of musicians who are also playing their instruments. It appears to be a performance in a nightclub setting.,8.5625
YyH8UzyNWx0,00:10:06.480,00:10:08.000,The video clip shows a man dressed in a suit sitting on a chair and playing a musical instrument. He is accompanied by a group of people who are also dressed in suits and playing various instruments. The scene appears to be set in a recording studio.,8.5625
N8v6PZtsTgA,00:03:18.740,00:03:21.368,The video clip shows a group of people dancing in front of a log cabin. They appear to be having a good time and enjoying each other's company. It seems like a fun and lively event.,8.5625
hudxu9Ox_CA,00:04:15.622,00:04:16.456,"The video clip shows a boxing match between two fighters. One of the fighters is wearing a shirt, while the other is shirtless. The match is taking place in a large arena with a crowd of people watching.",8.5625
CVyJkKKfRFs,00:01:21.320,00:01:23.040,"The video clip shows a group of men wearing hats and sunglasses, dressed in suits, standing in a train station. They appear to be part of a band or orchestra, and they are playing musical instruments.",8.5625
QRZJNqoJQFY,00:05:04.262,00:05:05.305,The video clip shows a group of people playing golf in a golf cart. They are all dressed in colorful clothing and appear to be having a good time. One person is seen driving the golf cart while the others are riding in it.,8.5625
SqDBu2zk0G0,00:00:31.200,00:00:35.560,The video clip shows a man wearing a yellow shirt who is picking cherries from a tree. He appears to be enjoying the process of picking the cherries.,8.5625
dXXwIsl7CIA,00:05:49.267,00:05:53.367,"The video clip shows a man playing the drums in a studio. He is wearing a black jacket and is standing in front of a set of drums. The studio is dimly lit, and there are no other people or objects visible in the background.",8.5546875
7MI3buZedOw,00:00:17.250,00:00:18.875,The video clip shows a man wearing a bunny costume and talking on the phone while riding in a boat. He is surrounded by other people who are also wearing bunny costumes. It appears to be a fun and playful scene.,8.5546875
fXSovfzyx28,00:01:06.400,00:01:12.360,The video clip shows a group of toy soldiers performing on a stage. They are dressed in military uniforms and are playing musical instruments. The stage is decorated with a red and white striped background.,8.5546875
3RevV8Ly028,00:10:28.795,00:10:29.630,The video clip shows a little girl holding a bowl of oranges and smiling at the camera. She is wearing a bow on her head and appears to be enjoying the fruits.,8.5546875
Knh1RCoRi2o,00:00:00.000,00:00:04.571,The video clip shows a beautiful anime girl wearing a kimono and standing in the sky. She is surrounded by clouds and appears to be floating in the air. The overall atmosphere of the video is peaceful and serene.,8.5546875
c2RX0IIDxP0,00:00:09.443,00:00:10.677,The video clip shows a man wearing a red hoodie dancing in a shopping mall. He is surrounded by Christmas decorations and is giving a thumbs up to the camera.,8.5546875
ru0K8uYEZWw,00:03:39.094,00:03:39.886,The video clip shows a man sitting at a table in a restaurant and enjoying his meal. He is wearing a white shirt and appears to be having a good time.,8.5546875
i1BO0bbKCyo,00:00:21.813,00:00:22.439,The video clip shows a group of people dancing in a room filled with balloons. They are all dressed in colorful outfits and seem to be having a lot of fun. The atmosphere in the room is lively and energetic.,8.5546875
aXi8qZj-cB0,00:02:08.837,00:02:12.090,The video clip shows a man wearing a red shirt standing in front of a table with a plate of food on it. He seems to be preparing a meal.,8.5546875
1pXuxF4DuTY,00:04:28.280,00:04:51.600,The video clip shows a man wearing a military uniform walking on a wooden dock. He is followed by another man who is also wearing a military uniform. Both of them are walking towards the camera. The video seems to be a promotional video for the military.,8.5546875
L_jWHffIx5E,00:00:03.570,00:00:11.178,The video clip shows a group of people dressed in colorful costumes and performing acrobatic feats in the air. It appears to be a circus-like atmosphere.,8.5546875
TulMjeExtgk,00:01:55.949,00:01:57.034,The video clip shows a man wearing a hat and shirtless who is dancing on stage. He is also wearing a microphone and appears to be performing a song.,8.546875
xbYxR3RsNx8,00:00:30.075,00:00:36.077,The video clip shows a handbag that has been embroidered with flowers. It appears to be a small purse that has been decorated with intricate embroidery.,8.546875
xiecZPzJoCQ,00:03:11.775,00:03:12.818,The video clip shows a group of people dancing and having fun in the street. It appears to be a lively and joyful event.,8.546875
AA_4Bt6wPzQ,00:04:13.320,00:04:22.563,The video clip shows a man wearing a hat and holding a skull in his hand. He is standing in a theater and seems to be performing some sort of show. It appears to be a theatrical performance.,8.546875
tjgW78I04D8,00:00:58.100,00:01:08.986,The video clip shows a man wearing a green shirt and sunglasses standing on a field. He is holding a frisbee and appears to be playing with it.,8.546875
KzmKqKwHWuk,00:02:35.967,00:02:36.467,The video clip shows a group of people dressed in bear costumes dancing on a stage. They appear to be having a lot of fun and enjoying themselves.,8.546875
