path,Caption,Aesthetic_Score,caption_interaction,has_person,num_persons,bbox_overlap
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/PvhuC9wB0Ic-00:02:45.333-00:02:46.600.mp4,"The video clip shows a Minecraft scene with a tree in the middle of the screen. The tree is orange in color, and it seems to be the main focus of the video.",5.96484375,No,0,0,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/lxMWSmKieuc-00:06:21.631-00:06:27.345.mp4,The video clip shows a group of men in suits standing in front of a podium. One of the men is holding a microphone while the others are standing behind him. It appears to be a political event or a speech being given.,5.9609375,No,1,7,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/VTADrC0bxkk-00:01:13.320-00:01:17.720.mp4,The video clip shows a group of people dressed in medieval costumes walking in a forest. They are wearing armor and carrying weapons. It appears to be a scene from a video game.,5.9609375,No,1,5,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/ss71Rqr0eAc-00:03:22.202-00:03:24.746.mp4,"The video clip shows a man dressed in a suit standing in front of a store. The man is wearing a suit and tie, and he appears to be looking around the store. It seems like he is checking out the store's merchandise.",5.9609375,No,1,5,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/cdTHYj74WD8-00:05:08.008-00:05:08.775.mp4,The video clip shows a toy car that resembles a police car. It appears to be a miniature version of a real-life police car.,5.9609375,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/d8WCCNOUsss-00:04:06.480-00:04:09.280.mp4,The video clip shows a group of musicians performing on stage. They are playing instruments and singing together. The lead singer is wearing a hat and has a microphone in his hand. The band seems to be having a good time and enjoying their performance.,5.9609375,Yes,1,8,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/5sTALpOzFb0-00:00:09.000-00:00:09.500.mp4,The video clip shows a game being played on a computer screen. It appears to be a game that involves jumping over obstacles and dodging enemies. The player seems to be enjoying the game.,5.9609375,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/EMYa07zHC9w-00:01:36.179-00:01:39.599.mp4,The video clip shows a woman standing on a bridge overlooking a body of water. She is holding a bottle of water and drinking from it while looking out over the water.,5.95703125,No,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/flSj9o5-m_E-00:05:52.440-00:05:54.240.mp4,The video clip shows a woman wearing a white hat and a veil. She appears to be looking out of a window while wearing the hat and veil. It seems like she is waiting for something or someone.,5.95703125,No,0,0,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/hTHmZYC7Zws-00:01:40.120-00:01:42.600.mp4,The video clip shows a woman singing into a microphone while standing on a stage. She is wearing a black jacket and appears to be enjoying herself while performing.,5.95703125,No,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/40w_HeiUrz4-00:04:26.533-00:04:48.433.mp4,The video clip shows a person drawing with a pencil while holding a phone in their hand. It appears to be a tutorial on how to draw with a pencil.,5.95703125,No,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/Nf6SIKvKirw-00:06:02.262-00:06:05.031.mp4,The video clip shows a group of cartoon animals standing in a line. It appears to be a scene from a cartoon show.,5.953125,No,0,0,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/sPBdHoMqsM0-00:09:07.714-00:09:20.693.mp4,The video clip shows a group of people sitting on a couch and one of them is wearing a pink shirt. They seem to be having a conversation and enjoying each other's company.,5.953125,Yes,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/NVKXMkG4BlA-00:02:31.631-00:02:32.713.mp4,"The video clip shows a close-up view of a frying pan filled with colorful vegetables, such as peppers, onions, and zucchini. The vegetables are being stirred and cooked in the pan.",5.94921875,No,0,0,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/RElCvF5-dOI-00:03:42.500-00:03:46.367.mp4,The video clip shows a group of people dressed in traditional Chinese clothing and performing a dance. They are dressed in colorful costumes and are performing a choreographed routine. The dancers seem to be having a great time as they move to the beat of the music.,5.94921875,Yes,1,7,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/YzE1u6J03XM-00:09:41.314-00:10:12.879.mp4,The video clip shows a man playing the piano while singing. He is wearing a sweater and appears to be having fun while playing.,5.94921875,Yes,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/TJCnvEB2xJk-00:02:10.433-00:02:12.067.mp4,The video clip shows a group of people riding bicycles along a body of water. They appear to be having a good time and enjoying the scenery. It seems to be a relaxing and leisurely activity.,5.94921875,No,1,6,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/l7_rVu83a2o-00:00:50.592-00:00:53.929.mp4,The video clip shows a classroom filled with students sitting at their desks. The teacher is standing at the front of the room and the students are working on their laptops. It appears to be a school setting.,5.94921875,No,1,20,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/ZLRy_Gu9LVA-00:01:12.280-00:01:14.080.mp4,The video clip shows a man playing a game of volleyball in a gym. He is wearing a white shirt and shorts and is playing the game with a ball. It appears to be an indoor game as the setting is a gym.,5.94921875,Yes,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/F_x9Qhw5H9o-00:08:19.600-00:08:23.600.mp4,The video clip shows a person slicing a banana on a plate. The sliced banana is placed on top of the plate.,5.94921875,No,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/N1fXgGHGYUo-00:01:50.720-00:01:52.360.mp4,The video clip shows a group of women dressed in traditional Chinese clothing and performing a dance. They are dressed in colorful costumes and seem to be having a lot of fun while dancing.,5.9453125,Yes,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/Nm8H-fAYEnc-00:05:51.518-00:05:54.688.mp4,The video clip shows two young girls sitting at a table with a cake in front of them. One of the girls is using a spoon to decorate the cake while the other watches. They seem to be enjoying their time together.,5.9453125,Yes,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/mZKRspgSnSA-00:01:51.236-00:01:54.573.mp4,The video clip shows a young man standing on a bridge at night and talking on his phone. He is wearing a black shirt and appears to be lost in thought. The city lights can be seen in the background.,5.9453125,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/b9H2Dohu37g-00:00:13.167-00:01:09.600.mp4,The video clip shows a man and a woman sitting on a couch and smiling at the camera. They appear to be having a good time together.,5.9453125,Yes,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/ZZ5j-F8I89w-00:17:05.000-00:17:07.520.mp4,"The video clip shows a spacious and well-lit room with a large table in the center. There are chairs surrounding the table, and the room has a lot of natural light coming in through the windows. The overall atmosphere of the room is peaceful and relaxing.",5.9453125,No,0,0,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/FFS_BPyrKGU-00:04:35.900-00:04:37.467.mp4,The video clip shows a group of people standing in a crowd and using their cell phones. It appears to be a busy and crowded environment.,5.9453125,No,1,8,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/kZRYER3xyr8-00:00:56.598-00:01:22.499.mp4,"The video clip shows a man wearing glasses and a blue shirt, standing in front of a black background. He appears to be talking and gesturing with his hands.",5.9453125,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/jBvvnrKvAGQ-00:10:54.487-00:11:00.126.mp4,The video clip shows a young girl dressed in a fairy costume playing with balloons. She is wearing a headband and holding the balloons in her hands. The background of the video appears to be a studio setting.,5.94140625,No,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/UQtltNZ_pjs-00:11:18.712-00:11:19.680.mp4,The video clip shows a group of people standing in line at a carnival. They appear to be waiting for their turn to enjoy the various attractions and games available at the carnival.,5.94140625,No,1,12,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/pw2Ol-sMdtk-00:02:43.467-00:02:44.133.mp4,"The video clip shows a busy city street with a lot of traffic. There are cars and trucks moving around, and the sound of honking can be heard. In the middle of the street, there is an ambulance with its lights flashing. It seems like the ambulance is on its way to a medical emergency.",5.94140625,No,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/gm1ez9BsYXY-00:01:30.324-00:01:32.059.mp4,"The video clip shows a man wearing a suit and tie, sitting at a desk and speaking into a microphone. He appears to be a businessman.",5.94140625,No,1,2,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/dhZUsNJ-LQU-00:00:49.920-00:00:52.240.mp4,The video clip shows a woman singing into a microphone while holding a cigarette in her mouth. It appears to be a live performance.,5.94140625,No,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/6PvPFdrk6Cg-00:09:17.417-00:09:18.333.mp4,The video clip shows a man driving a car while wearing a mask. The man is wearing a mask and is driving a car.,5.94140625,No,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/5W9uN0Ic9_I-00:01:39.400-00:01:42.640.mp4,The video clip shows a man wearing a military uniform and a hat. He appears to be a soldier and is standing in front of a green background. It seems like he is posing for a picture.,5.94140625,No,1,2,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/9le85r7MxUY-00:10:17.640-00:10:19.720.mp4,The video clip shows a man wearing a white shirt and tie. He is standing in front of a camera and appears to be staring off into the distance. It seems like he is lost in thought or contemplating something.,5.9375,No,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/9s5nR2ylEE8-00:12:14.133-00:12:15.134.mp4,"The video clip shows a group of children playing together in a park. They appear to be having fun and enjoying each other's company. One of the children in the group is wearing a costume, which adds to the playful atmosphere of the scene.",5.9375,Yes,1,5,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/LIlZCmETvsY-00:00:53.387-00:00:53.921.mp4,The video clip shows a group of cheerleaders performing a routine on a stage. They are holding pom-poms in their hands and jumping up and down to the rhythm of the music. The cheerleaders are dressed in matching outfits and appear to be having a great time.,5.9375,Yes,1,12,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/c_3s7xCUNos-00:13:01.700-00:13:04.567.mp4,"The video clip shows a room with shelves that have baskets on them. The baskets are filled with various items such as clothes, towels, and other household items. The room appears to be a closet or a storage space.",5.9375,No,0,0,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/2Cv3phvP8Ro-00:04:34.541-00:04:36.243.mp4,The video clip shows a group of people singing and dancing in the street at night. They are wearing sunglasses and appear to be having a good time.,5.9375,Yes,1,8,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/d73tiBBzvFM-00:00:57.240-00:01:00.280.mp4,The video clip shows a woman sitting at a table with candles in front of her. She is wearing a black dress and holding a glass of wine. It appears to be a romantic setting.,5.9375,No,1,4,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/16ejavnaBDI-00:03:10.400-00:03:11.040.mp4,"The video clip shows a man wearing a military uniform and holding a rifle. He appears to be a soldier, and he is wearing protective gear such as gloves and a helmet. The setting of the video appears to be in a military environment.",5.9375,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/0OPVlPGJojI-00:01:30.007-00:01:44.521.mp4,The video clip shows a man wearing a red jacket and carrying a backpack. He is standing outside a building and appears to be waiting for something.,5.93359375,No,1,8,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/R9q7lYUhMmM-00:14:38.833-00:14:40.333.mp4,The video clip shows a screenshot of a game with anime characters. It appears to be a racing game where the characters are driving on a track.,5.93359375,No,1,6,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/PPfCyJCZt5A-00:04:17.591-00:05:27.261.mp4,The video clip shows a man wearing a black shirt standing in front of a mirror. He appears to be talking to the camera and gesturing with his hands. It seems to be a promotional advertisement for a product or service.,5.93359375,No,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/EiV3XW5J1ao-00:12:51.971-00:12:53.006.mp4,The video clip shows a young girl singing into a microphone while wearing a leather jacket. She seems to be enjoying herself while performing on stage.,5.93359375,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/RyVS7R9PN6U-00:01:36.972-00:01:37.597.mp4,The video clip shows a group of people dancing in a room. There is a man standing in the middle of the room and the others are dancing around him. The room appears to be filled with smoke.,5.9296875,Yes,1,6,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/CuJIjwSFPIg-00:10:10.235-00:10:10.944.mp4,The video clip shows a group of people dancing in a room filled with red confetti. They appear to be having a good time as they move to the beat of the music.,5.9296875,Yes,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/6vM92St7Vew-00:12:03.932-00:12:08.019.mp4,"The video clip shows a truck driving on a dirt road in the desert. The truck appears to be off-road, as it navigates through the rugged terrain.",5.9296875,No,0,0,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/hN5MBlGv2Ac-00:04:14.588-00:04:15.714.mp4,The video clip shows a man playing the piano on a stage. He is accompanied by a drummer and a guitarist who are also playing their respective instruments. The overall atmosphere of the performance seems to be upbeat and lively.,5.9296875,Yes,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/K3cM70gJS10-00:02:22.676-00:02:23.577.mp4,The video clip shows a cartoon character wearing a mask and holding a sign. It appears to be from a manga or anime series.,5.92578125,No,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/dykLv5SrZy8-00:04:33.307-00:04:42.616.mp4,The video clip shows a young man drinking a can of beer. He is wearing a hoodie and appears to be enjoying his drink.,5.92578125,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/atox0wB4iQ0-00:12:07.900-00:12:08.433.mp4,The video clip shows a simulation of a city street with a tank driving down the road. The tank seems to be heading towards a police car that is parked on the side of the road. There are also some buildings visible in the background.,5.92578125,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/VCW9TUSGt_k-00:14:23.730-00:14:24.298.mp4,The video clip shows a young woman wearing a face mask and sitting on a couch. She is making a hand gesture with her right hand and appears to be smiling.,5.92578125,No,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/JBMDNzsRje4-00:02:26.613-00:02:27.114.mp4,The video clip shows a cartoon character wearing a suit and tie with a serious expression on his face. It appears to be a scene from an animated movie.,5.92578125,No,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/WfuE61ZkuRo-00:14:21.161-00:14:22.896.mp4,"The video clip shows a group of people riding motorcycles on a dirt road. One of the riders is wearing a helmet, while the others are not. They seem to be having fun and enjoying the ride.",5.921875,No,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/GoDe_J3-9yE-00:07:16.400-00:07:17.640.mp4,The video clip shows a man wearing a pink shirt playing with a frisbee in a backyard. He is juggling the frisbee and performing various tricks with it. It appears to be a fun and entertaining activity.,5.921875,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/aTOeLa26ddg-00:13:36.667-00:13:37.267.mp4,"The video clip shows a dark room with a statue in the center. The statue appears to be made of stone, and there is a light shining on it. The room is dimly lit, and there are no other objects or people visible in the video.",5.921875,No,1,4,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/KlZ3NGD-C5k-00:08:08.367-00:08:08.967.mp4,"The video clip shows a Minecraft game being played. The player is shown building a farm in the game. The farm has a lot of green grass and trees, and the player seems to be enjoying playing the game.",5.921875,No,0,0,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/FxYw0XPEoKE-00:00:31.365-00:00:34.368.mp4,The video clip shows a woman with curly hair wearing a white shirt and red lipstick. She is looking at the camera with a serious expression.,5.921875,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/6Mn-7CQIUFY-00:07:44.500-00:09:31.467.mp4,"The video clip shows a man wearing a suit and tie, standing in front of a whiteboard. He appears to be giving a speech or presentation.",5.921875,Yes,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/GHVKP2KXGQ0-00:04:23.296-00:04:25.499.mp4,The video clip shows a woman wearing a white coat and a stethoscope. She is a doctor and is talking to a patient in a hospital room. The patient is also wearing a stethoscope and appears to be smiling.,5.91796875,Yes,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/U08OSl3V4po-00:00:16.266-00:00:17.226.mp4,The video clip shows a group of people dressed in black walking down a dark hallway. It seems to be a scene from a movie or a performance.,5.91796875,No,1,5,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/Jc51wbelKII-00:00:05.500-00:00:14.083.mp4,The video clip depicts a group of people running through a city. They appear to be in a hurry and are running towards a building. The background of the video is a city skyline.,5.91796875,No,1,2,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/iLoCglF6mbg-00:01:56.120-00:02:00.680.mp4,The video clip shows a group of people surfing in the ocean. They are riding the waves on their surfboards and enjoying the thrill of surfing.,5.91796875,No,1,6,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/iw2J-W57kNE-00:08:17.539-00:08:19.332.mp4,The video clip shows a collection of toy soldiers arranged in rows on a table. It appears to be a display of various types of toy soldiers.,5.91796875,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/8xqSz6_RJeU-00:02:33.278-00:02:35.072.mp4,The video clip shows a beautiful arrangement of flowers on a table. The flowers are arranged in a vase and seem to be in full bloom. The overall aesthetic of the arrangement is very pleasing to the eye.,5.91796875,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/Kg63x7PuMWg-00:04:51.091-00:04:57.197.mp4,The video clip shows a young woman sitting at a table and cutting a piece of food with a knife. She is wearing a plaid shirt and appears to be enjoying her meal.,5.91796875,No,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/bXIXohX6_iY-00:13:57.720-00:14:01.760.mp4,The video clip shows a group of people dressed in traditional Chinese clothing posing for a family photo. They are all wearing matching outfits and appear to be having a great time together.,5.91796875,Yes,1,7,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/Uql2uqPyLsQ-00:04:27.501-00:04:31.605.mp4,The video clip shows a man wearing a white shirt standing in front of a whiteboard. He appears to be giving a presentation or demonstration.,5.9140625,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/c1EzmeIo_Ys-00:02:44.298-00:02:46.567.mp4,The video clip shows a man who is laughing and smiling while sitting on a chair. He seems to be having a good time.,5.9140625,No,1,2,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/TdPUPMZEf1c-00:01:33.867-00:01:34.667.mp4,"The video clip shows a Minecraft game being played. In the game, the player is shown running around and exploring the game's environment. The player is also shown interacting with other players in the game.",5.9140625,Yes,1,5,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/QtTR-_Klcq8-00:02:38.241-00:02:38.867.mp4,The video clip shows a woman wearing a red dress performing a dance routine on a stage. She is a professional dancer who is skilled in various dance styles. The performance is set against a backdrop of red lights.,5.9140625,No,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/AEYN5w4T_aM-00:01:33.135-00:01:34.970.mp4,The video clip shows a group of people dressed in cowboy hats and playing instruments on stage. They appear to be part of a musical performance.,5.9140625,Yes,1,5,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/FbBeGRGGNmI-00:04:24.731-00:04:26.867.mp4,The video clip shows a group of musicians performing on a stage in front of a crowd. They are singing and playing their instruments with great enthusiasm. It seems like they are having a great time and enjoying themselves.,5.9140625,Yes,1,5,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/SBpo5aLmPBw-00:03:28.834-00:03:31.503.mp4,"The video clip shows a cartoon of a family standing in front of a mirror. The family consists of a man, a woman, and two children. They appear to be looking at their reflection in the mirror.",5.91015625,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/U4XwSqTafp4-00:00:14.200-00:00:28.280.mp4,The video clip shows a man wearing an apron and standing in a kitchen. He is preparing food in the kitchen and is wearing an apron.,5.91015625,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/I6S6YfSK-ZM-00:09:48.133-00:09:49.667.mp4,"The video clip shows a dark room with a bed in it. The room appears to be empty, and there are no people or objects visible in the video.",5.91015625,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/eBppJqdq9mk-00:00:34.168-00:00:35.536.mp4,"The video clip shows a cartoon character wearing a pair of headphones. The headphones are black in color, and the character appears to be listening to music.",5.91015625,No,0,0,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/QjbDCRik42Y-00:13:39.360-00:13:47.760.mp4,The video clip shows a woman wearing a green shirt and a pair of earrings. She is also wearing a necklace and appears to be smiling.,5.91015625,No,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/2HQifx-HbK0-00:00:53.720-00:00:55.522.mp4,The video clip shows a young girl wearing a pink shirt and a pink hat. She is standing in a kitchen and appears to be playing with her hair. It seems like she is having fun and enjoying herself.,5.91015625,No,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/h8eM16oF3GY-00:12:57.151-00:13:02.115.mp4,"The video clip shows a person pouring a liquid into a bowl. The liquid appears to be green in color, and it is being poured into the bowl from a container.",5.91015625,No,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/YB6AZTgDG2c-00:02:20.073-00:02:22.176.mp4,The video clip shows two young boys sitting on a couch and playing with each other. They seem to be having a lot of fun and enjoying each other's company.,5.91015625,Yes,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/ehPugxlo_oY-00:07:52.405-00:07:55.675.mp4,The video clip shows a group of people in a kitchen making a cake. One of the men is wearing a chef's hat while the others are dressed in green shirts. They are using a whisk to mix the ingredients for the cake.,5.91015625,Yes,1,5,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/1B7dRQeq0wE-00:01:23.650-00:01:28.889.mp4,The video clip shows a woman with long hair who is wearing a white shirt. She is looking at the camera with a serious expression.,5.91015625,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/ONJzVlJwYSg-00:14:05.011-00:14:07.346.mp4,The video clip shows a person harvesting lettuce from a garden. The person is using their hands to pick the lettuce leaves from the plant.,5.91015625,No,1,2,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/fdPu-wvl3KE-00:01:21.750-00:01:22.708.mp4,The video clip shows a cartoon character of a man and a woman dancing in a room. The man is wearing a green shirt and the woman is wearing a plaid shirt. They seem to be having a good time dancing together.,5.90625,Yes,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/DYf-F0ZVuhQ-00:03:28.900-00:03:29.900.mp4,"The video clip shows a Minecraft game being played on a computer screen. It appears to be a screenshot of the game, and there are no people in the video.",5.90625,No,0,0,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/J3QY8NTvjHE-00:00:47.520-00:00:53.360.mp4,The video clip shows a group of children wearing Santa hats and sitting at a table. They are all smiling and seem to be having a good time. It appears to be a Christmas-themed event or activity.,5.90625,No,1,3,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/PBTvA6lWYZs-00:06:15.567-00:06:16.067.mp4,"The video clip shows a screenshot of a Minecraft game. The game is being played on a computer screen, and the player is interacting with the game.",5.90625,No,0,0,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/fsxjxDY-F0s-00:06:49.843-00:07:15.536.mp4,The video clip shows a young man riding a skateboard on a road. He is wearing a black jacket and appears to be enjoying the ride.,5.90625,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/h-D-vqnkm2k-00:04:07.814-00:04:11.384.mp4,"The video clip shows a man wearing a crown and standing in front of a green screen. He is dressed in a costume that resembles a superhero, and he is holding a microphone. It appears to be a performance or a presentation.",5.90625,No,1,2,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/B314_LlAdDw-00:00:34.042-00:00:36.125.mp4,The video clip shows a woman sitting at a table and playing cards. She is wearing a black dress and appears to be focused on the game.,5.90625,Yes,1,5,1
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/llop7hcmGHQ-00:03:13.860-00:03:17.656.mp4,The video clip shows a woman standing by the ocean with her hair blowing in the wind. She is wearing a black coat and appears to be lost in thought.,5.90234375,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/jDaXd-EyP-c-00:01:24.833-00:01:29.125.mp4,The video clip shows a woman sitting at a desk and talking to the camera. She is wearing a white dress and appears to be discussing something.,5.90234375,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/e2L5fw6QSdc-00:02:15.469-00:02:26.313.mp4,The video clip shows a person using a smartphone in a train station. The person is using the phone's touch screen to navigate through the various options available.,5.90234375,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/8yoZLSyHRcg-00:00:30.833-00:01:08.400.mp4,The video clip shows a man standing in front of a whiteboard and writing something on it. He is wearing a white shirt and appears to be teaching a class. The writing on the board is in Chinese characters.,5.90234375,No,1,1,0
/mnt/spaceai-internal/panda-intervid/internvid/nvme/tmp/heyinan/panda/00/JHs58S8xyic-00:01:35.500-00:01:36.267.mp4,The video clip shows a Minecraft game being played on a computer screen. It appears to be a screenshot of the game in action.,5.90234375,No,0,0,0
