YoutubeID,Start_timestamp,End_timestamp,Caption,Aesthetic_Score,caption_interaction
g8gULbzPCqw,00:03:05.200,00:03:06.800,The video clip shows a group of men standing by a swimming pool. They are all shirtless and appear to be having a good time. One of the men in the group is wearing a pair of swimming goggles.,8.359375,No
GbJO59nWQRU,00:01:36.229,00:01:36.930,The video clip shows a group of men riding bicycles while wearing hats. They seem to be having fun and enjoying the ride. It appears to be a casual and leisurely activity.,8.359375,No
5T0utQ-XWGY,00:01:18.578,00:01:19.496,The video clip shows a group of girls dressed in cute outfits performing a dance routine. They are holding lollipops in their hands and seem to be having a lot of fun.,8.359375,Yes
K0HOW_pL7kY,00:00:59.520,00:01:00.680,The video clip shows a group of people dancing together in a room. They are dressed in colorful clothes and appear to be having a good time. It seems like they are performing a choreographed dance routine.,8.359375,Yes
J90xWqjN1CE,00:02:28.200,00:02:29.400,"The video clip shows a toy train running through a miniature town. It appears to be an aerial view of the town, and the train can be seen moving along the tracks. The miniature town is made up of buildings, roads, and other structures that resemble a real-life town.",8.359375,No
6AfKseHKmRc,00:12:11.598,00:12:15.302,The video clip shows a cartoon character holding a bucket of popcorn while surrounded by a variety of snacks. The character seems to be enjoying the snacks and popcorn.,8.359375,No
3bDyWcZYYRo,00:08:54.267,00:08:54.800,"The video clip shows a group of people, including a man and a child, standing in front of a large pile of candy. The man is wearing a green jacket and the child is wearing a tie. They both seem to be enjoying the candy.",8.359375,No
FxuLgA2vDSk,00:04:53.280,00:04:54.920,The video clip shows a group of people performing a dance routine on a street. The dancers are wearing leather jackets and posing for the camera. It appears to be a fun and energetic performance.,8.359375,Yes
WVvm_Z3WGuU,00:01:22.367,00:01:25.433,The video clip shows a man wearing a blue jacket and skiing in a snowy forest. He is skiing down a hill and appears to be enjoying the winter weather.,8.359375,No
Tdq07BPxNGg,00:00:03.767,00:00:06.000,The video clip shows a man in a suit walking through a room filled with toy cars. He appears to be admiring the collection of toy cars on display.,8.359375,No
l-EdCNjumvI,00:00:19.811,00:00:21.980,The video clip shows a man riding a motorcycle and making a peace sign with his hand. He is wearing a cap and appears to be enjoying his ride.,8.359375,No
SttN9OpuulY,00:02:38.725,00:02:39.626,The video clip shows a group of people dancing and having fun in a tropical setting. They are dressed in swimsuits and appear to be enjoying themselves.,8.359375,Yes
BQG9kUe-R18,00:00:09.640,00:00:11.520,The video clip shows a man wearing a suit and tie dancing in the rain. He is dressed in a suit and tie and is dancing in the rain.,8.359375,No
DAJYk1jOhzk,00:02:50.462,00:02:51.463,The video clip shows a couple dressed in wedding attire walking through an ice cave. The bride is wearing a white dress while the groom is wearing a suit. They are accompanied by a musician who is playing a drum. The couple seems to be enjoying their time in the ice cave.,8.359375,No
dPUNKmOUR_c,00:03:01.520,00:03:03.840,The video clip shows a group of men singing and playing instruments in an empty room. The lead singer is standing in front of a microphone and the rest of the band members are playing their respective instruments. The room appears to be an abandoned building with broken windows.,8.359375,Yes
0udZAq6U2Ic,00:04:39.513,00:04:49.589,The video clip shows a group of men dressed in suits and ties performing on a stage. They are playing musical instruments and dancing to the beat of the music. One of the men is playing a guitar and the rest of the group is playing different instruments. It appears to be an old-fashioned performance.,8.359375,Yes
klcG2t7wXuE,00:01:22.716,00:01:29.256,The video clip shows a man dressed in a colorful costume standing in front of a red carpet. He is wearing a helmet and is surrounded by several stuffed animals. It seems like he is posing for a photo shoot.,8.359375,No
9M286oRxFxs,00:02:40.960,00:02:43.480,The video clip shows a painting of a woman holding a basket of apples. It appears to be a Christmas-themed painting.,8.359375,No
PTS0L2J3lAg,00:03:26.289,00:03:29.084,The video clip shows a group of children running on the beach while wearing matching shirts. They appear to be having fun and enjoying their time together.,8.359375,No
UqyT8IEBkvY,00:01:01.103,00:01:03.063,The video clip shows a group of people dancing in a nightclub. They are all dressed up and having a good time. The atmosphere in the club is lively and energetic.,8.359375,Yes
KoIhxtw4vx8,00:00:10.560,00:00:11.800,The video clip shows a group of people running down a street. It appears to be a group of young men who are running together. There is no clear indication of what they are running for or why they are running in the video.,8.359375,No
LH-i8IvYIcg,00:02:27.522,00:02:28.774,"The video clip shows a group of people marching down a street in a parade. They are dressed in uniforms and carrying musical instruments, such as trumpets and drums. The parade seems to be a celebration of some kind.",8.3515625,Yes
c9neF2PiZf0,00:04:10.625,00:04:20.343,The video clip shows a group of people playing a game on a trampoline. It appears to be a fun and energetic activity.,8.3515625,Yes
_wrPb0E80NY,00:12:35.600,00:12:36.800,"The video clip shows a glass of watermelon juice with slices of watermelon on a wooden table. The juice is being poured into the glass, and the slices of watermelon are placed on top of the table.",8.3515625,No
agrXgrAgQ0U,00:04:42.449,00:04:43.784,The video clip shows a man playing the guitar while sitting on a chair. He is wearing a hat and appears to be focused on his music.,8.3515625,No
F57P9C4SAW4,00:03:30.210,00:03:32.379,The video clip shows a man dressed in a colorful costume standing in the middle of a room filled with candy. He is holding a cane and appears to be dancing.,8.3515625,No
Q7EQFcdYr-Y,00:02:16.800,00:02:19.200,The video clip shows a group of people skateboarding in a residential area. They are wearing colorful outfits and appear to be having fun while skateboarding.,8.3515625,No
Pm6lYCa-7aA,00:01:04.458,00:01:05.917,The video clip shows a group of people dressed in pink suits dancing on a bridge. They appear to be having a good time and enjoying each other's company.,8.3515625,Yes
bF6GyTlKWj4,00:02:38.659,00:02:39.326,The video clip shows a man playing the guitar on the beach. He is standing on the sand and playing the instrument. It appears to be a relaxing and peaceful setting.,8.3515625,No
3j_kojR1G9s,00:03:23.400,00:03:24.840,The video clip shows a little girl dressed in a chef's outfit holding a bottle of ketchup. She is playing with a toy kitchen set and pretending to be a chef.,8.3515625,No
rbFb-y2JvOw,00:04:02.476,00:04:04.845,The video clip shows a tent set up in the middle of an orange orchard. The tent is surrounded by orange trees and it appears to be in the middle of an orange grove.,8.3515625,No
grsku_8euDs,00:03:26.200,00:03:28.300,The video clip shows a group of children playing in a field with a yellow bus in the background. The children seem to be having fun and enjoying their time outdoors.,8.3515625,No
ZCWfNqbNiZo,00:00:59.240,00:01:00.240,The video clip shows a group of people dancing together in a room. They appear to be having a good time and enjoying each other's company.,8.3515625,Yes
07r_B9zFYQo,00:04:08.500,00:04:13.167,The video clip shows a man and a little girl standing in front of a table filled with fruits. The man is wearing a yellow shirt and the little girl is wearing a yellow dress. They seem to be preparing a healthy meal together.,8.3515625,Yes
pl7OEV4-hGw,00:05:37.838,00:05:39.873,The video clip shows a man preparing a cocktail at a bar. He is wearing a Hawaiian shirt and is mixing the ingredients in a bowl. He then pours the mixture into a shaker and shakes it vigorously before pouring it into a glass.,8.3515625,No
s_sRkGTfWo4,00:02:50.533,00:02:51.033,The video clip shows a teddy bear wearing a red hat and jacket climbing up an apple tree. The teddy bear appears to be picking apples from the tree.,8.3515625,No
3mC2ixOAivA,00:01:15.709,00:01:17.578,The video clip shows a group of people dancing in a line on a city street. It appears to be a lively and energetic performance.,8.3515625,Yes
rR8w5XXJa58,00:02:29.542,00:02:31.250,The video clip shows a group of people dancing together in a room. They are all wearing masks and appear to be having a good time.,8.3515625,Yes
SXvxJELpD4w,00:00:30.360,00:00:31.480,"The video clip shows a group of musicians performing in a room. They are playing instruments such as a guitar, drums, and a saxophone. One of the musicians is playing the guitar while the others are playing the drums and saxophone. It seems like they are having a good time playing together.",8.3515625,Yes
RYnFIRc0k6E,00:03:22.452,00:03:23.495,The video clip shows a group of people riding in a convertible car on a city street. They appear to be having a good time and appear to be enjoying the ride.,8.3515625,No
5h0A1nvgRMY,00:02:58.280,00:02:58.880,The video clip shows a group of people dressed in banana costumes running through a field. They are all wearing sunglasses and appear to be having a good time.,8.3515625,No
ZpUYjpKg9KY,00:02:04.041,00:02:04.791,The video clip shows a man wearing a red cap and a white shirt dancing on a stage. He is accompanied by a band playing music in the background. The man seems to be having a good time and enjoying the performance.,8.3515625,Yes
YtE8gbTNKZ4,00:00:50.800,00:00:53.760,"The video clip shows a beautiful white church with golden domes and a blue sky in the background. The church is surrounded by green grass and trees, creating a serene and peaceful atmosphere.",8.3515625,No
84IEjrSVcZY,00:00:46.760,00:00:52.800,"The video clip shows a man standing in front of a blue background, surrounded by flames. He is wearing a cap and appears to be a chef.",8.3515625,No
cVsyYbvH0TI,00:05:40.400,00:05:56.760,The video clip shows a woman wearing a headscarf and holding a basket. She is standing in a kitchen and talking to the camera.,8.3515625,No
qc7a6cbctUI,00:01:52.713,00:01:53.413,The video clip shows a group of people dancing together on a stage. They appear to be having a good time and enjoying each other's company. It seems to be a lively and energetic performance.,8.3515625,Yes
B7JXf23LAQk,00:05:01.400,00:05:13.000,The video clip shows a woman in a kitchen preparing a meal. She is seen cutting vegetables and arranging them on a plate. The meal appears to be healthy and nutritious.,8.3515625,No
2l6JUNFAJ9o,00:02:31.318,00:02:32.152,The video clip shows a man with tattoos dancing in a tunnel. He is wearing a white tank top and appears to be having a good time.,8.3515625,No
D8_b_2MTwXo,00:01:34.880,00:01:35.640,The video clip shows a woman wearing sunglasses and dancing in a room filled with balloons. She appears to be having fun and enjoying herself.,8.3515625,No
T4h41CgIGwc,00:04:55.720,00:05:01.120,The video clip shows a man wearing a Santa hat and a scarf dancing in front of a Christmas tree. He is dressed in a white sweater and gloves and appears to be having a good time.,8.3515625,No
O_sraDfGnB8,00:06:11.200,00:06:14.120,"The video clip shows a table set up with breakfast items, including eggs, toast, and a cup of coffee. The eggs are decorated with pineapple toppings, and the toast is topped with a slice of pineapple. The table is set up with utensils and a napkin.",8.3515625,No
GevJy7h4lNs,00:02:22.809,00:02:26.438,"The video clip shows a colorful display of decorative items such as flowers, umbrellas, and toys. It appears to be a carnival or street fair setting.",8.3515625,No
UqyT8IEBkvY,00:00:42.501,00:00:43.210,The video clip shows a group of people dancing together at a party. They seem to be having a great time and enjoying each other's company. It appears to be a fun and lively event.,8.3515625,Yes
cUAN6tT4A80,00:05:23.223,00:05:54.354,The video clip shows a woman dressed in a traditional costume spinning a wheel. She is wearing a green dress and appears to be spinning the wheel with her hands. It seems like she is demonstrating the process of spinning yarn.,8.3515625,No
UstaJDRZ5rg,00:00:52.120,00:00:54.000,The video clip shows a group of people dancing together in a room. They appear to be having a good time and enjoying each other's company.,8.3515625,Yes
64hoXWRk8zg,00:00:20.867,00:00:24.967,The video clip shows a man with a beard wearing an apron and holding a blender filled with watermelon. He is making a watermelon smoothie.,8.3515625,No
LWlog2TPGQ8,00:06:53.160,00:06:57.720,The video clip shows a cartoon character dressed in a pink costume and standing in a cemetery surrounded by skeletons. It appears to be a Halloween-themed scene.,8.3515625,No
Srhnvof6vq0,00:02:32.786,00:02:35.555,"The video clip shows a man sitting on a stump in the middle of a field. He is wearing a hat and a tie, and he seems to be enjoying the peaceful surroundings. It appears to be a relaxing moment for him.",8.3515625,No
nAYVNeU3uzc,00:04:11.440,00:04:13.360,"The video clip shows a cartoon character dancing in a field of vegetables. The character is wearing a dress and is surrounded by various vegetables such as carrots, cabbage, and broccoli.",8.3515625,No
L_jWHffIx5E,00:02:14.801,00:02:15.736,The video clip shows a man wearing a red suit and a white hat performing on a stage. He is accompanied by a group of musicians who are also dressed in red. The performance appears to be a dance routine.,8.3515625,Yes
WXNqs0LEEss,00:02:03.583,00:02:05.667,The video clip shows a man playing the drums while walking down the street. He is wearing a leather jacket and appears to be enjoying the music he is playing.,8.3515625,No
gLqZniX2Xc4,00:03:42.333,00:03:57.533,The video clip shows a man wearing a baseball cap and a jacket standing on a baseball field. He is holding a baseball in his hand and appears to be preparing to throw it.,8.3515625,No
h6XVAUZJ3QI,00:00:43.542,00:00:46.917,The video clip shows a woman wearing an apron and standing in front of a table filled with various food items. She appears to be preparing a meal.,8.3515625,No
_a7n6gYvosE,00:06:07.440,00:06:12.280,The video clip shows a young girl dressed in a fairy costume sitting at a table and eating a strawberry. She seems to be enjoying her snack while wearing the adorable costume.,8.3515625,No
0WFy1rK40L0,00:03:00.767,00:03:01.867,The video clip shows a man dressed in a watermelon costume playing with a watermelon on the beach. The man appears to be having a lot of fun while playing with the watermelon.,8.3515625,Yes
5tI4lkp_B4Q,00:02:30.025,00:02:33.570,The video clip shows a man wearing a hat and playing a guitar on stage. He is singing and playing the guitar at the same time. It appears to be a live performance.,8.3515625,Yes
KlAAQ4TzqdA,00:00:45.320,00:00:47.240,The video clip shows a group of men dressed in blue jackets standing in front of a row of classic cars. They appear to be posing for a photo and seem to be enjoying each other's company.,8.3515625,Yes
vzc0WtdcpN0,00:07:10.396,00:07:13.933,The video clip shows a group of elderly women dressed in vintage clothing and wearing hats. They are standing in a line and appear to be posing for a photo. It seems to be a group of friends having a good time together.,8.34375,Yes
EEX8ZXNcDH8,00:00:12.720,00:00:14.600,The video clip shows a man wearing a fur coat standing in a snowy forest. He appears to be lost and searching for something.,8.34375,No
XGdvz2_u3uQ,00:10:53.953,00:10:55.488,The video clip shows a man wearing a suit and tie standing in front of a podium. He is holding a microphone and speaking into it. It appears to be a political speech or event.,8.34375,No
C0opY5DFTdQ,00:00:11.458,00:00:16.917,The video clip shows a group of people having a good time at a beach party. They are dancing and drinking cocktails while enjoying the sunshine. The atmosphere seems to be lively and joyful.,8.34375,Yes
YDuNyfPMEsQ,00:00:10.110,00:00:25.859,The video clip shows a group of children dressed in animal costumes and posing for the camera. They appear to be having fun and enjoying themselves.,8.34375,No
zg41bey1cWo,00:00:09.633,00:00:11.600,The video clip shows a cute anime character wearing a red hat and standing in the middle of a starry night sky. The character appears to be dancing and waving to the camera.,8.34375,No
KlAAQ4TzqdA,00:00:33.480,00:00:36.920,The video clip shows a group of men dressed in baseball uniforms standing in front of a red car. They appear to be singing and having a good time.,8.34375,Yes
q-GDy0sd77M,00:00:20.020,00:00:21.355,The video clip shows a young boy dressed in a police uniform and wearing a hat. He is smiling and waving at the camera. The background of the video appears to be a playground.,8.34375,No
WXNqs0LEEss,00:02:55.167,00:02:56.500,The video clip shows a cartoon character sleeping with a group of teddy bears surrounding him. It appears to be a peaceful and cozy scene.,8.34375,No
Z3Oux1lN__4,00:00:54.388,00:00:56.306,The video clip shows a group of people dancing together in a nightclub. They appear to be having a good time and enjoying each other's company.,8.34375,Yes
T5Qf0qSSJFI,00:00:50.751,00:01:02.029,"The video clip shows a man wearing a hat picking apples in an orchard. The orchard is full of red apples, and the man seems to be enjoying the process of picking them.",8.34375,No
Iem2-TabNMI,00:02:58.845,00:03:00.305,"The video clip shows a group of musicians performing on a stage. They are playing instruments such as drums, guitars, and keyboards. The musicians are dressed in white shirts, and they seem to be having a great time playing together. The stage is lit up with colorful lights, adding to the overall ambiance of the performance.",8.34375,Yes
SXvxJELpD4w,00:02:41.200,00:02:42.840,The video clip shows a group of people playing instruments and singing in a room. They are dressed in casual clothing and seem to be having a good time. The man in the middle of the group is playing a guitar and the rest of the group is playing different instruments. It appears to be a fun and lively performance.,8.34375,Yes
gYcyYu6vTuY,00:01:37.917,00:01:41.417,The video clip shows a group of men standing in front of a truck. One of the men has a tattoo on his arm and is wearing a jersey. They seem to be talking to each other while standing in front of the truck.,8.34375,Yes
TnJMBcQFNME,00:02:28.732,00:02:30.233,The video clip shows a man standing in front of a chalkboard and speaking to a group of people. He is wearing a black jacket and appears to be teaching them something.,8.34375,Yes
Ct636qUHfXk,00:09:48.955,00:10:00.200,The video clip shows a man standing next to a bicycle in a workshop. He is wearing a blue shirt and seems to be explaining something to the viewer. It appears to be a tutorial on how to fix a bicycle.,8.34375,No
RBcXwn_xQr8,00:06:06.200,00:06:07.480,"The video clip shows a group of people dressed in orange vests standing next to a car. They seem to be waiting for something or someone. It appears to be a construction site, and the people in orange vests are likely workers.",8.34375,No
p0prHyXia_k,00:01:27.400,00:01:28.800,The video clip shows a man wearing a red jacket and shorts dancing in a room. He is dressed in casual attire and appears to be enjoying himself as he moves to the beat of the music.,8.34375,No
aVgetIvEIAs,00:01:44.187,00:01:45.856,The video clip shows a group of musicians performing on stage. They are dressed in formal attire and are playing instruments such as a saxophone and a trumpet. The lead singer is wearing a suit and is singing into a microphone. There is a drum set and a piano on the stage as well.,8.34375,Yes
_RrjmMtNJc4,00:07:27.948,00:07:31.952,"The video clip shows a group of classic cars parked in a garage. The cars are of different colors and models, and they appear to be in good condition. It seems like the garage is a place where people come to admire and appreciate classic cars.",8.34375,No
2jcezrzcqns,00:02:10.920,00:02:11.560,The video clip shows a group of people dressed in colorful costumes and performing a dance. They seem to be having a lot of fun and enjoying themselves. It appears to be a lively and energetic performance.,8.34375,Yes
aXi8qZj-cB0,00:01:30.048,00:01:32.467,The video clip shows a man in a red shirt preparing food in a kitchen. He is wearing a hat and appears to be cooking breakfast. The food he is preparing appears to be bacon and eggs.,8.34375,No
HEwboYPUK-s,00:08:44.065,00:08:50.321,The video clip shows a cartoon character standing in front of a group of police officers. It appears to be a scene from a TV show or animation.,8.34375,No
q07dm6lPs2k,00:00:46.400,00:00:47.000,The video clip shows a cartoon character surrounded by skeletons. It appears to be a horror-themed animation.,8.34375,No
q07dm6lPs2k,00:00:40.640,00:00:41.600,The video clip shows a cartoon character standing in front of a group of skeletons. It appears to be a Halloween-themed animation.,8.34375,No
rI9cNh4dscc,00:01:34.360,00:01:35.240,The video clip shows a man wearing a costume walking down a busy street. He is dressed in a colorful outfit and appears to be posing for the camera. It seems to be a promotional video for a clothing store.,8.34375,No
kJQP7kiw5Fk,00:03:14.444,00:03:15.195,The video clip shows a group of people dancing together in a room. They appear to be having a good time and enjoying each other's company. The atmosphere in the room is lively and energetic.,8.34375,Yes
Uhx-26GfCBU,00:09:30.520,00:09:33.600,The video clip shows a man wearing a pink inflatable ring floating in the snow. He appears to be having fun and enjoying the winter weather.,8.34375,No
7AKFchU3FgU,00:03:01.880,00:03:02.560,"The video clip shows a man dressed in a superhero costume, specifically Captain America. He is wearing a blue and red suit with a shield on his chest, and he is holding a phone in his hand.",8.34375,No
4IoWjow6xDs,00:02:13.040,00:02:15.480,The video clip shows a woman wearing a red jacket and a wreath of flowers on her head. She is standing in front of a floral arrangement and appears to be singing.,8.34375,No
kdAiNSmQuH8,00:03:13.235,00:03:14.486,The video clip shows a group of people dressed in red robes singing and playing musical instruments. It appears to be a performance by a choir.,8.34375,Yes
lEceOKmk_Ko,00:00:20.320,00:00:22.160,The video clip shows two men wearing plaid shirts and hats standing next to each other. One of them is wearing a green hat while the other is wearing a plaid shirt. They appear to be standing outside in front of a building.,8.34375,No
CdXesX6mYUE,00:00:54.554,00:00:55.430,The video clip shows a man performing on stage in front of a large crowd. He is wearing a suit and sunglasses and appears to be singing and dancing. The stage is illuminated by a spotlight.,8.34375,No
BE9CXWV1alg,00:02:57.594,00:02:58.595,The video clip shows a man wearing a red hat and a black shirt standing on a stage with a microphone in his hand. He appears to be a musician and is performing in front of an audience.,8.34375,Yes
imT7P38tugE,00:04:02.133,00:04:04.367,The video clip shows a young boy wearing a hat and standing in front of a house. He seems to be smiling and posing for the camera.,8.34375,No
SPcBT9wkUok,00:01:17.035,00:01:19.913,The video clip shows a man wearing a sweater and standing in the snow. He is laughing and appears to be having a good time.,8.34375,No
fGLm0sSc3iM,00:09:58.198,00:10:00.900,The video clip shows a group of dolls dressed up in various costumes and posing for a picture. The dolls are dressed up in different outfits and appear to be having a good time together.,8.34375,No
FK5gGBr1bRA,00:08:53.600,00:08:54.960,"The video clip shows a beautiful display of Valentine's Day decorations in a store window. The decorations include hearts, candles, and bunnies. It appears to be a lovely and festive display for the holiday.",8.34375,No
Qcr52GgWjk0,00:01:54.000,00:01:54.840,The video clip shows a group of people dancing together in a room with a car in the background. The dancers are dressed in colorful outfits and seem to be having a good time.,8.34375,Yes
DCDRyEPQsrM,00:03:54.500,00:04:33.067,"The video clip shows a 3D animation of a tropical island with a volcano erupting in the background. The island is surrounded by water, and there are palm trees on the beach. The volcano is spewing lava and smoke, creating a dramatic and intense scene.",8.3359375,No
vzc0WtdcpN0,00:07:13.933,00:07:16.636,The video clip shows an elderly woman wearing a straw hat and standing near a river. She is dressed in a floral dress and appears to be enjoying the outdoors.,8.3359375,No
i5APZhoSxlQ,00:10:40.000,00:10:45.000,The video clip shows a character dressed in armor and holding a sword. It appears to be a video game character.,8.3359375,No
UnHyMZe3hjw,00:02:06.440,00:02:15.840,The video clip shows a group of people dressed in pink aprons and hats baking cupcakes in a bakery. They seem to be having fun and enjoying the process of making the cupcakes.,8.3359375,Yes
p7Z66RYTjTk,00:00:59.126,00:01:15.976,The video clip shows a woman dressed in a traditional Korean costume sitting in a temple. She is wearing a blue robe and appears to be meditating.,8.3359375,No
CgKwEcRRWeg,00:00:37.920,00:00:39.480,The video clip shows a man dressed in a Hawaiian shirt and pajamas dancing in a room filled with inflatable toys. He is wearing sunglasses and appears to be having a good time.,8.3359375,No
P2A6OxYOuF4,00:03:05.875,00:03:10.750,The video clip shows a cartoon character wearing a crown and sitting on a throne. The character appears to be a king or a ruler.,8.3359375,No
bLF90M96m2Q,00:00:38.200,00:00:38.840,The video clip shows a group of people dressed in colorful costumes dancing in a parade. They seem to be having a lot of fun and enjoying themselves. It appears to be a lively and joyful event.,8.3359375,Yes
tiwjvBSS_Wk,00:00:31.932,00:00:35.536,The video clip shows an aerial view of a city that is surrounded by water. It appears to be a futuristic city with skyscrapers and a waterfront.,8.3359375,No
DN7vKRgAZZw,00:03:03.111,00:03:05.815,The video clip shows a beautiful bride wearing a white dress and holding a bouquet of flowers. She is surrounded by stars in the night sky.,8.3359375,No
drA3IsdlSLQ,00:04:55.003,00:04:57.589,"The video clip shows a cartoon scene of a man and two kids at a carnival. The man is seen selling food to the kids, and they seem to be enjoying their time at the carnival.",8.3359375,Yes
khB6DUHpR4o,00:01:26.503,00:01:28.505,The video clip shows a group of men singing and dancing on a stage. They are dressed in matching outfits and seem to be having a great time. It appears to be a musical performance.,8.3359375,Yes
cjjZRY63SCA,00:00:31.138,00:00:40.029,The video clip shows a baker in a bakery displaying a variety of freshly baked breads and pastries. The baker is smiling and posing in front of the display.,8.3359375,No
SXvxJELpD4w,00:00:02.280,00:00:03.720,The video clip shows a group of musicians performing on a boat. They are playing instruments and singing while standing on the deck of the boat. One of the musicians is playing a guitar and another is playing a trumpet. The group seems to be having a good time and enjoying their performance.,8.3359375,Yes
9jXjz-yZYe0,00:01:43.687,00:01:46.648,"The video clip shows a group of men dressed in suits and ties, standing in a line and facing the camera. It appears to be a formal gathering or a business meeting. There is no indication of any physical activity or violence in the video.",8.3359375,No
Qcr52GgWjk0,00:02:06.080,00:02:06.720,The video clip shows a group of people dancing together in a nightclub. They appear to be having a good time and enjoying each other's company.,8.3359375,Yes
8KMdfav6XGA,00:00:18.975,00:00:20.769,"The video clip shows a group of musicians performing together in a room. They are playing various instruments such as guitars, drums, and keyboards. The musicians seem to be having a good time and enjoying their performance.",8.3359375,Yes
i--XjfKzRDk,00:03:29.609,00:03:30.277,The video clip shows a group of people dancing on a stage with fireworks in the background. They are dressed in colorful costumes and appear to be having a great time.,8.3359375,Yes
js883Nj80Vg,00:03:30.708,00:03:35.083,The video clip shows a man playing the drums while wearing headphones. He is wearing a black shirt and appears to be playing in a recording studio.,8.3359375,No
nuWRCWZ9DhE,00:03:06.954,00:03:11.425,The video clip shows a table set up with a variety of breakfast foods and drinks. It appears to be a breakfast buffet with a variety of dishes and beverages available.,8.3359375,No
Zp5dA1FKSGI,00:00:32.466,00:00:35.602,The video clip shows a man wearing a pink shirt and a baseball cap who is dancing. He is accompanied by another man who is also dancing. The two of them are having a good time and enjoying themselves.,8.3359375,Yes
g3cp2rkd7Zs,00:05:56.625,00:05:59.625,The video clip shows a cartoon character sitting at a desk with dollar bills falling from the ceiling. It appears to be a scene from a cartoon show.,8.3359375,No
KzmKqKwHWuk,00:02:35.467,00:02:35.967,The video clip shows a group of people dancing together in a room filled with colorful lights. The dancers appear to be having a good time as they move to the beat of the music.,8.3359375,Yes
nAYVNeU3uzc,00:04:21.240,00:04:23.360,The video clip shows a group of people dancing in front of a bowl of fruit. They are dressed in colorful costumes and seem to be having a lot of fun.,8.3359375,Yes
XV2dqALSMC0,00:19:04.710,00:19:13.552,The video clip shows a beautiful painting of the Virgin Mary with angels surrounding her. It appears to be a religious artwork.,8.3359375,No
_c8vb5YPpd0,00:01:39.700,00:01:40.800,The video clip shows a cartoon-style illustration of a camper van. It appears to be a colorful and playful representation of a recreational vehicle.,8.3359375,No
47hae1Xw_Xw,00:00:48.240,00:00:51.680,The video clip shows a group of men dressed in costumes and dancing in a colorful environment. They appear to be having a good time and enjoying themselves.,8.3359375,No
Sjx9oSJDAVQ,00:02:32.569,00:02:34.821,The video clip shows a group of people wearing hats and dancing in a crowd. They appear to be enjoying themselves and having a good time.,8.3359375,Yes
i2XdYD5FEIk,00:02:42.833,00:02:43.633,The video clip shows a group of cartoon characters performing a dance routine together. They are dressed in colorful costumes and seem to be having a lot of fun.,8.3359375,Yes
aVgetIvEIAs,00:01:57.326,00:01:58.994,The video clip shows a group of men dressed in suits and hats singing and playing instruments. One of the men is holding a microphone and singing into it while the others play their instruments. It appears to be a musical performance.,8.3359375,Yes
6UHLZlpKIPo,00:06:36.196,00:06:40.200,"The video clip shows a group of women dressed in blue uniforms, dancing together in a kitchen. They appear to be having fun and enjoying each other's company.",8.3359375,Yes
Rtw7tcbyOeI,00:09:05.712,00:09:06.921,The video clip shows a young girl sitting at a table and wearing glasses. She is dressed in a colorful outfit and appears to be having fun.,8.3359375,No
V3K9Aj21ghg,00:00:18.560,00:00:19.440,The video clip shows a group of people dancing on a beach. They are all wearing swimsuits and appear to be having a good time.,8.3359375,Yes
jCPsn6pv3Zk,00:00:17.059,00:00:31.448,The video clip shows a woman dressed in a red sweater sitting at a table with a bunch of toys around her. She seems to be enjoying her time with the toys.,8.3359375,No
B3VjZAKp4pM,00:02:52.339,00:02:59.679,The video clip shows a man wearing a suit and tie singing into a microphone. He is accompanied by a group of musicians who are playing instruments. The setting appears to be a room filled with flowers.,8.3359375,Yes
bLF90M96m2Q,00:00:24.960,00:00:25.960,The video clip shows a group of people dressed in colorful costumes dancing in a parade. They are wearing hats and masks and seem to be having a lot of fun. The parade seems to be a celebration of some kind.,8.3359375,Yes
fROfTjZedwE,00:03:02.599,00:04:00.365,The video clip shows a man sitting at a table with a beard and wearing a hoodie. He is making gestures with his hands while talking.,8.3359375,No
52E4JRtDPYg,00:05:14.615,00:05:15.215,The video clip shows a group of people dressed in superhero costumes running on a track. They appear to be playing a video game together.,8.3359375,Yes
gkhKxX-PpPc,00:11:23.917,00:11:32.258,The video clip shows a man dressed in a Native American costume sitting in the woods and preparing a meal. He is wearing a straw hat and is surrounded by various fruits and vegetables.,8.3359375,No
SttN9OpuulY,00:00:50.050,00:00:53.453,The video clip shows a group of people dressed in bikinis posing for a photo. They are all smiling and appear to be having a good time.,8.3359375,Yes
FUHlDlL_LbY,00:01:47.741,00:01:49.576,The video clip shows a group of people dancing together in a room. They appear to be having fun and enjoying each other's company. It seems to be a lively and joyful atmosphere.,8.3359375,Yes
7pT3PWB8ASE,00:06:20.240,00:06:32.080,The video clip shows a shirtless man wearing sunglasses and sitting on a wooden bench. He seems to be relaxed and enjoying the sunny day.,8.3359375,No
LsoLEjrDogU,00:00:44.945,00:00:46.313,The video clip shows a group of people dancing on a stage. They appear to be having a good time and enjoying themselves. It seems like they are performing a dance routine together.,8.3359375,Yes
M-hZk1NMHHs,00:07:19.205,00:07:24.110,"The video clip shows a cartoon fox dressed in a suit and tie, standing in front of a white background. It appears to be a 3D animation.",8.3359375,No
07WfC4dDBmk,00:01:22.833,00:01:24.209,"The video clip shows a man standing on top of a lifeguard stand at the beach. He is wearing a black jacket and sunglasses, and he seems to be enjoying the view. The lifeguard stand is located on the beach and it appears to be in good condition.",8.3359375,No
